Año;Departamento;Municipio;Grupo Etario;Sexo;Casos
2012;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;8
2012;QUICHE;IXCÁN;10a  a 14 años;Masculino;7
2012;QUICHE;SAN MIGUEL USPANTÁN;10a  a 14 años;Masculino;1
2012;RETALHULEU;CHAMPERICO;10a  a 14 años;Masculino;1
2012;RETALHULEU;EL ASINTAL;10a  a 14 años;Masculino;6
2012;RETALHULEU;NUEVO SAN CARLOS;10a  a 14 años;Masculino;1
2012;RETALHULEU;RETALHULEU;10a  a 14 años;Masculino;45
2012;RETALHULEU;SAN ANDRÉS VILLA SECA;10a  a 14 años;Masculino;21
2012;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;10a  a 14 años;Masculino;1
2012;SACATEPEQUEZ;ANTIGUA GUATEMALA;10a  a 14 años;Masculino;7
2012;SAN MARCOS;AYUTLA;10a  a 14 años;Masculino;8
2012;SAN MARCOS;CATARINA;10a  a 14 años;Masculino;1
2012;SAN MARCOS;EL QUETZAL;10a  a 14 años;Masculino;4
2012;SAN MARCOS;NUEVO PROGRESO;10a  a 14 años;Masculino;2
2012;SAN MARCOS;OCÓS;10a  a 14 años;Masculino;8
2012;SAN MARCOS;PAJAPITA;10a  a 14 años;Masculino;2
2012;SANTA ROSA;CUILAPA;10a  a 14 años;Masculino;12
2012;SANTA ROSA;GUAZACAPÁN;10a  a 14 años;Masculino;1
2012;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Masculino;3
2012;SANTA ROSA;SAN JUAN TECUACO;10a  a 14 años;Masculino;1
2012;SANTA ROSA;TAXISCO;10a  a 14 años;Masculino;2
2012;SUCHITEPEQUEZ;CUYOTENANGO;10a  a 14 años;Masculino;3
2012;SUCHITEPEQUEZ;MAZATENANGO;10a  a 14 años;Masculino;6
2012;SUCHITEPEQUEZ;PATULUL;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SAMAYAC;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SAN GABRIEL;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SAN LORENZO;10a  a 14 años;Masculino;10
2012;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2012;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Masculino;1
2012;ZACAPA;CABAÑAS;10a  a 14 años;Masculino;2
2012;ZACAPA;ESTANZUELA;10a  a 14 años;Masculino;10
2012;ZACAPA;GUALÁN;10a  a 14 años;Masculino;6
2012;ZACAPA;HUITÉ;10a  a 14 años;Masculino;1
2012;ZACAPA;RÍO HONDO;10a  a 14 años;Masculino;2
2012;ZACAPA;SAN DIEGO;10a  a 14 años;Masculino;2
2012;ZACAPA;SAN JORGE;10a  a 14 años;Masculino;1
2012;ZACAPA;TECULUTÁN;10a  a 14 años;Masculino;7
2012;ZACAPA;USUMATLÁN;10a  a 14 años;Masculino;5
2012;ZACAPA;ZACAPA;10a  a 14 años;Masculino;58
2013;ALTA VERAPAZ;CAHABÓN;10a  a 14 años;Masculino;8
2013;ALTA VERAPAZ;CHAHAL;10a  a 14 años;Masculino;2
2013;ALTA VERAPAZ;COBÁN;10a  a 14 años;Masculino;8
2013;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;10a  a 14 años;Masculino;23
2013;ALTA VERAPAZ;LA TINTA;10a  a 14 años;Masculino;1
2013;ALTA VERAPAZ;PANZOS;10a  a 14 años;Masculino;3
2013;ALTA VERAPAZ;RAXRUHA;10a  a 14 años;Masculino;3
2013;ALTA VERAPAZ;SAN CRISTÓBAL VERAPAZ;10a  a 14 años;Masculino;4
2013;ALTA VERAPAZ;SAN PEDRO CARCHÁ;10a  a 14 años;Masculino;3
2013;ALTA VERAPAZ;TUCURÚ;10a  a 14 años;Masculino;1
2013;BAJA VERAPAZ;CUBULCO;10a  a 14 años;Masculino;7
2013;BAJA VERAPAZ;RABINAL;10a  a 14 años;Masculino;1
2013;BAJA VERAPAZ;SALAMÁ;10a  a 14 años;Masculino;4
2013;BAJA VERAPAZ;SAN JERÓNIMO;10a  a 14 años;Masculino;10
2013;CHIMALTENANGO;SAN JOSÉ POAQUIL;10a  a 14 años;Masculino;4
2013;CHIQUIMULA;CAMOTÁN;10a  a 14 años;Masculino;9
2013;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Masculino;16
2013;CHIQUIMULA;CONCEPCIÓN LAS MINAS;10a  a 14 años;Masculino;4
2013;CHIQUIMULA;ESQUIPULAS;10a  a 14 años;Masculino;2
2013;CHIQUIMULA;IPALA;10a  a 14 años;Masculino;1
2013;CHIQUIMULA;JOCOTÁN;10a  a 14 años;Masculino;3
2013;CHIQUIMULA;QUETZALTEPEQUE;10a  a 14 años;Masculino;3
2013;CHIQUIMULA;SAN JOSÉ LA ARADA;10a  a 14 años;Masculino;2
2013;EL PETEN;DOLORES;10a  a 14 años;Masculino;8
2013;EL PETEN;EL CHAL;10a  a 14 años;Masculino;1
2013;EL PETEN;LA LIBERTAD;10a  a 14 años;Masculino;1
2013;EL PETEN;MELCHOR DE MENCOS;10a  a 14 años;Masculino;3
2013;EL PETEN;POPTÚN;10a  a 14 años;Masculino;30
2013;EL PETEN;SAN BENITO;10a  a 14 años;Masculino;2
2013;EL PETEN;SAN JOSÉ;10a  a 14 años;Masculino;1
2013;EL PETEN;SAN LUIS;10a  a 14 años;Masculino;9
2013;EL PETEN;SANTA ANA;10a  a 14 años;Masculino;4
2013;EL PETEN;SAYAXCHÉ;10a  a 14 años;Masculino;8
2013;EL PROGRESO;EL JÍCARO;10a  a 14 años;Masculino;1
2013;EL PROGRESO;GUASTATOYA;10a  a 14 años;Masculino;3
2013;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;10a  a 14 años;Masculino;1
2013;EL PROGRESO;SAN ANTONIO LA PAZ;10a  a 14 años;Masculino;6
2013;EL PROGRESO;SANARATE;10a  a 14 años;Masculino;2
2013;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;10a  a 14 años;Masculino;4
2013;ESCUINTLA;ESCUINTLA;10a  a 14 años;Masculino;27
2013;ESCUINTLA;GUANAGAZAPA;10a  a 14 años;Masculino;3
2013;ESCUINTLA;IZTAPA;10a  a 14 años;Masculino;1
2013;ESCUINTLA;LA DEMOCRACIA;10a  a 14 años;Masculino;6
2013;ESCUINTLA;LA GOMERA;10a  a 14 años;Masculino;3
2013;ESCUINTLA;MASAGUA;10a  a 14 años;Masculino;3
2013;ESCUINTLA;NUEVA CONCEPCIÓN;10a  a 14 años;Masculino;8
2013;ESCUINTLA;PALÍN;10a  a 14 años;Masculino;10
2013;ESCUINTLA;PUERTO DE SAN JOSÉ;10a  a 14 años;Masculino;10
2013;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;10a  a 14 años;Masculino;2
2013;ESCUINTLA;SAN VICENTE PACAYA;10a  a 14 años;Masculino;2
2013;ESCUINTLA;SIQUINALÁ;10a  a 14 años;Masculino;1
2013;ESCUINTLA;TIQUISATE;10a  a 14 años;Masculino;7
2013;GUATEMALA;AMATITLÁN;10a  a 14 años;Masculino;61
2013;GUATEMALA;CHINAUTLA;10a  a 14 años;Masculino;1
2013;GUATEMALA;CHUARRANCHO;10a  a 14 años;Masculino;1
2013;GUATEMALA;FRAIJANES;10a  a 14 años;Masculino;1
2013;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;44
2013;GUATEMALA;MIXCO;10a  a 14 años;Masculino;18
2013;GUATEMALA;PALENCIA;10a  a 14 años;Masculino;1
2013;GUATEMALA;SAN JOSÉ DEL GOLFO;10a  a 14 años;Masculino;18
2013;GUATEMALA;SAN MIGUEL PETAPA;10a  a 14 años;Masculino;8
2013;GUATEMALA;SAN PEDRO AYAMPUC;10a  a 14 años;Masculino;2
2013;GUATEMALA;SANTA CATARINA PINULA;10a  a 14 años;Masculino;3
2013;GUATEMALA;VILLA CANALES;10a  a 14 años;Masculino;11
2013;GUATEMALA;VILLA NUEVA;10a  a 14 años;Masculino;26
2013;HUEHUETENANGO;CUILCO;10a  a 14 años;Masculino;3
2013;HUEHUETENANGO;JACALTENANGO;10a  a 14 años;Masculino;7
2013;HUEHUETENANGO;LA DEMOCRACIA;10a  a 14 años;Masculino;6
2013;HUEHUETENANGO;NENTÓN;10a  a 14 años;Masculino;3
2013;HUEHUETENANGO;SAN ANTONIO HUISTA;10a  a 14 años;Masculino;6
2013;HUEHUETENANGO;SANTA ANA HUISTA;10a  a 14 años;Masculino;5
2013;IZABAL;EL ESTOR;10a  a 14 años;Masculino;16
2013;IZABAL;LIVINGSTON;10a  a 14 años;Masculino;3
2013;IZABAL;LOS AMATES;10a  a 14 años;Masculino;6
2013;IZABAL;MORALES;10a  a 14 años;Masculino;5
2013;IZABAL;PUERTO BARRIOS;10a  a 14 años;Masculino;73
2013;JALAPA;JALAPA;10a  a 14 años;Masculino;4
2013;JALAPA;SAN LUIS JILOTEPEQUE;10a  a 14 años;Masculino;6
2013;JALAPA;SAN MANUEL CHAPARRÓN;10a  a 14 años;Masculino;2
2013;JUTIAPA;AGUA BLANCA;10a  a 14 años;Masculino;1
2013;JUTIAPA;ASUNCIÓN MITA;10a  a 14 años;Masculino;2
2013;JUTIAPA;COMAPA;10a  a 14 años;Masculino;2
2013;JUTIAPA;EL ADELANTO;10a  a 14 años;Masculino;1
2013;JUTIAPA;EL PROGRESO;10a  a 14 años;Masculino;3
2013;JUTIAPA;JALPATAGUA;10a  a 14 años;Masculino;15
2013;JUTIAPA;JEREZ;10a  a 14 años;Masculino;2
2013;JUTIAPA;JUTIAPA;10a  a 14 años;Masculino;31
2013;JUTIAPA;SAN JOSÉ ACATEMPA;10a  a 14 años;Masculino;2
2013;JUTIAPA;SANTA CATARINA MITA;10a  a 14 años;Masculino;2
2013;JUTIAPA;YUPILTEPEQUE;10a  a 14 años;Masculino;1
2013;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Masculino;27
2013;QUETZALTENANGO;COLOMBA;10a  a 14 años;Masculino;4
2013;QUETZALTENANGO;EL PALMAR;10a  a 14 años;Masculino;6
2013;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;8
2013;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;6
2013;QUICHE;IXCÁN;10a  a 14 años;Masculino;15
2013;RETALHULEU;CHAMPERICO;10a  a 14 años;Masculino;2
2013;RETALHULEU;EL ASINTAL;10a  a 14 años;Masculino;6
2013;RETALHULEU;NUEVO SAN CARLOS;10a  a 14 años;Masculino;3
2013;RETALHULEU;RETALHULEU;10a  a 14 años;Masculino;18
2013;RETALHULEU;SAN ANDRÉS VILLA SECA;10a  a 14 años;Masculino;6
2013;RETALHULEU;SAN FELIPE;10a  a 14 años;Masculino;1
2013;RETALHULEU;SAN MARTÍN ZAPOTITLÁN;10a  a 14 años;Masculino;2
2013;RETALHULEU;SAN SEBASTIÁN;10a  a 14 años;Masculino;2
2013;RETALHULEU;SANTA CRUZ MULÚA;10a  a 14 años;Masculino;3
2013;SACATEPEQUEZ;ALOTENANGO;10a  a 14 años;Masculino;1
2013;SACATEPEQUEZ;ANTIGUA GUATEMALA;10a  a 14 años;Masculino;17
2013;SACATEPEQUEZ;SANTA CATARINA BARAHONA;10a  a 14 años;Masculino;4
2013;SAN MARCOS;AYUTLA;10a  a 14 años;Masculino;4
2013;SAN MARCOS;CATARINA;10a  a 14 años;Masculino;5
2013;SAN MARCOS;EL QUETZAL;10a  a 14 años;Masculino;1
2013;SAN MARCOS;EL RODEO;10a  a 14 años;Masculino;1
2013;SAN MARCOS;EL TUMBADOR;10a  a 14 años;Masculino;8
2013;SAN MARCOS;NUEVO PROGRESO;10a  a 14 años;Masculino;2
2013;SAN MARCOS;OCÓS;10a  a 14 años;Masculino;1
2013;SAN MARCOS;PAJAPITA;10a  a 14 años;Masculino;2
2013;SAN MARCOS;SAN MARCOS;10a  a 14 años;Masculino;1
2013;SAN MARCOS;SAN PABLO;10a  a 14 años;Masculino;1
2013;SANTA ROSA;BARBERENA;10a  a 14 años;Masculino;4
2013;SANTA ROSA;CASILLAS;10a  a 14 años;Masculino;10
2013;SANTA ROSA;CUILAPA;10a  a 14 años;Masculino;17
2013;SANTA ROSA;NUEVA SANTA ROSA;10a  a 14 años;Masculino;9
2013;SANTA ROSA;ORATORIO;10a  a 14 años;Masculino;2
2013;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Masculino;1
2013;SANTA ROSA;SAN RAFAEL LAS FLORES;10a  a 14 años;Masculino;9
2013;SANTA ROSA;SANTA CRUZ NARANJO;10a  a 14 años;Masculino;3
2013;SANTA ROSA;SANTA MARÍA IXHUATÁN;10a  a 14 años;Masculino;1
2013;SANTA ROSA;SANTA ROSA DE LIMA;10a  a 14 años;Masculino;8
2013;SOLOLA;PANAJACHEL;10a  a 14 años;Masculino;1
2013;SOLOLA;SANTA CATARINA IXTAHUACÁN;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;CUYOTENANGO;10a  a 14 años;Masculino;7
2013;SUCHITEPEQUEZ;MAZATENANGO;10a  a 14 años;Masculino;16
2013;SUCHITEPEQUEZ;PATULUL;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;RÍO BRAVO;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SAMAYAC;10a  a 14 años;Masculino;5
2013;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SAN BERNARDINO;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SAN FRANCISCO ZAPOTITLÁN;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SAN LORENZO;10a  a 14 años;Masculino;2
2013;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2013;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Masculino;1
2013;ZACAPA;CABAÑAS;10a  a 14 años;Masculino;4
2013;ZACAPA;ESTANZUELA;10a  a 14 años;Masculino;4
2013;ZACAPA;GUALÁN;10a  a 14 años;Masculino;6
2013;ZACAPA;HUITÉ;10a  a 14 años;Masculino;4
2013;ZACAPA;RÍO HONDO;10a  a 14 años;Masculino;2
2013;ZACAPA;SAN DIEGO;10a  a 14 años;Masculino;2
2013;ZACAPA;SAN JORGE;10a  a 14 años;Masculino;3
2013;ZACAPA;TECULUTÁN;10a  a 14 años;Masculino;21
2013;ZACAPA;USUMATLÁN;10a  a 14 años;Masculino;1
2013;ZACAPA;ZACAPA;10a  a 14 años;Masculino;62
2014;ALTA VERAPAZ;CAHABÓN;10a  a 14 años;Masculino;3
2014;ALTA VERAPAZ;CHAHAL;10a  a 14 años;Masculino;2
2014;ALTA VERAPAZ;COBÁN;10a  a 14 años;Masculino;7
2014;ALTA VERAPAZ;RAXRUHA;10a  a 14 años;Masculino;1
2014;ALTA VERAPAZ;SANTA CRUZ VERAPAZ;10a  a 14 años;Masculino;2
2014;BAJA VERAPAZ;CUBULCO;10a  a 14 años;Masculino;4
2014;BAJA VERAPAZ;RABINAL;10a  a 14 años;Masculino;2
2014;BAJA VERAPAZ;SALAMÁ;10a  a 14 años;Masculino;15
2014;BAJA VERAPAZ;SAN MIGUEL CHICAJ;10a  a 14 años;Masculino;1
2014;CHIQUIMULA;CAMOTÁN;10a  a 14 años;Masculino;2
2014;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Masculino;19
2014;CHIQUIMULA;IPALA;10a  a 14 años;Masculino;1
2014;CHIQUIMULA;JOCOTÁN;10a  a 14 años;Masculino;2
2014;CHIQUIMULA;OLOPA;10a  a 14 años;Masculino;1
2014;CHIQUIMULA;QUETZALTEPEQUE;10a  a 14 años;Masculino;1
2014;CHIQUIMULA;SAN JACINTO;10a  a 14 años;Masculino;2
2014;CHIQUIMULA;SAN JOSÉ LA ARADA;10a  a 14 años;Masculino;4
2014;EL PETEN;DOLORES;10a  a 14 años;Masculino;1
2014;EL PETEN;EL CHAL;10a  a 14 años;Masculino;4
2014;EL PETEN;MELCHOR DE MENCOS;10a  a 14 años;Masculino;1
2014;EL PETEN;POPTÚN;10a  a 14 años;Masculino;6
2014;EL PETEN;SAN BENITO;10a  a 14 años;Masculino;1
2014;EL PETEN;SAN FRANCISCO;10a  a 14 años;Masculino;2
2014;EL PETEN;SAN JOSÉ;10a  a 14 años;Masculino;2
2014;EL PETEN;SAN LUIS;10a  a 14 años;Masculino;3
2014;EL PETEN;SANTA ANA;10a  a 14 años;Masculino;1
2014;EL PETEN;SAYAXCHÉ;10a  a 14 años;Masculino;1
2014;EL PROGRESO;EL JÍCARO;10a  a 14 años;Masculino;22
2014;EL PROGRESO;GUASTATOYA;10a  a 14 años;Masculino;19
2014;EL PROGRESO;MORAZÁN;10a  a 14 años;Masculino;4
2014;EL PROGRESO;SAN AGUSTÍN ACASAGUASTLÁN;10a  a 14 años;Masculino;10
2014;EL PROGRESO;SAN CRISTÓBAL ACASAGUASTLÁN;10a  a 14 años;Masculino;3
2014;ESCUINTLA;ESCUINTLA;10a  a 14 años;Masculino;103
2014;ESCUINTLA;GUANAGAZAPA;10a  a 14 años;Masculino;2
2014;ESCUINTLA;IZTAPA;10a  a 14 años;Masculino;1
2014;ESCUINTLA;LA GOMERA;10a  a 14 años;Masculino;5
2014;ESCUINTLA;MASAGUA;10a  a 14 años;Masculino;4
2014;ESCUINTLA;NUEVA CONCEPCIÓN;10a  a 14 años;Masculino;6
2014;ESCUINTLA;PALÍN;10a  a 14 años;Masculino;16
2014;ESCUINTLA;PUERTO DE SAN JOSÉ;10a  a 14 años;Masculino;2
2014;ESCUINTLA;SANTA LUCÍA COTZUMALGUAPA;10a  a 14 años;Masculino;2
2014;ESCUINTLA;SAN VICENTE PACAYA;10a  a 14 años;Masculino;3
2014;ESCUINTLA;SIQUINALÁ;10a  a 14 años;Masculino;5
2014;ESCUINTLA;TIQUISATE;10a  a 14 años;Masculino;19
2014;GUATEMALA;AMATITLÁN;10a  a 14 años;Masculino;29
2014;GUATEMALA;CHINAUTLA;10a  a 14 años;Masculino;1
2014;GUATEMALA;CHUARRANCHO;10a  a 14 años;Masculino;1
2014;GUATEMALA;GUATEMALA;10a  a 14 años;Masculino;130
2014;GUATEMALA;MIXCO;10a  a 14 años;Masculino;46
2014;GUATEMALA;SAN JOSÉ DEL GOLFO;10a  a 14 años;Masculino;7
2014;GUATEMALA;SAN JUAN SACATEPÉQUEZ;10a  a 14 años;Masculino;3
2014;GUATEMALA;SAN MIGUEL PETAPA;10a  a 14 años;Masculino;17
2014;GUATEMALA;SAN RAYMUNDO;10a  a 14 años;Masculino;1
2014;GUATEMALA;VILLA CANALES;10a  a 14 años;Masculino;26
2014;GUATEMALA;VILLA NUEVA;10a  a 14 años;Masculino;29
2014;HUEHUETENANGO;LA DEMOCRACIA;10a  a 14 años;Masculino;2
2014;HUEHUETENANGO;LA LIBERTAD;10a  a 14 años;Masculino;3
2014;IZABAL;EL ESTOR;10a  a 14 años;Masculino;3
2014;IZABAL;LIVINGSTON;10a  a 14 años;Masculino;6
2014;IZABAL;LOS AMATES;10a  a 14 años;Masculino;4
2014;IZABAL;MORALES;10a  a 14 años;Masculino;6
2014;IZABAL;PUERTO BARRIOS;10a  a 14 años;Masculino;63
2014;JALAPA;JALAPA;10a  a 14 años;Masculino;19
2014;JALAPA;SAN PEDRO PINULA;10a  a 14 años;Masculino;1
2014;JUTIAPA;ATESCATEMPA;10a  a 14 años;Masculino;1
2014;JUTIAPA;COMAPA;10a  a 14 años;Masculino;1
2014;JUTIAPA;JALPATAGUA;10a  a 14 años;Masculino;8
2014;JUTIAPA;JEREZ;10a  a 14 años;Masculino;2
2014;JUTIAPA;JUTIAPA;10a  a 14 años;Masculino;14
2014;JUTIAPA;MOYUTA;10a  a 14 años;Masculino;1
2014;JUTIAPA;QUEZADA;10a  a 14 años;Masculino;1
2014;JUTIAPA;ZAPOTITLÁN;10a  a 14 años;Masculino;1
2014;QUETZALTENANGO;COATEPEQUE;10a  a 14 años;Masculino;174
2014;QUETZALTENANGO;COLOMBA;10a  a 14 años;Masculino;12
2014;QUETZALTENANGO;EL PALMAR;10a  a 14 años;Masculino;23
2014;QUETZALTENANGO;FLORES COSTA CUCA;10a  a 14 años;Masculino;9
2014;QUETZALTENANGO;GÉNOVA;10a  a 14 años;Masculino;26
2014;QUICHE;IXCÁN;10a  a 14 años;Masculino;5
2014;RETALHULEU;CHAMPERICO;10a  a 14 años;Masculino;4
2014;RETALHULEU;EL ASINTAL;10a  a 14 años;Masculino;3
2014;RETALHULEU;NUEVO SAN CARLOS;10a  a 14 años;Masculino;1
2014;RETALHULEU;RETALHULEU;10a  a 14 años;Masculino;59
2014;RETALHULEU;SAN ANDRÉS VILLA SECA;10a  a 14 años;Masculino;19
2014;RETALHULEU;SAN FELIPE;10a  a 14 años;Masculino;2
2014;RETALHULEU;SAN SEBASTIÁN;10a  a 14 años;Masculino;2
2014;RETALHULEU;SANTA CRUZ MULÚA;10a  a 14 años;Masculino;2
2014;SACATEPEQUEZ;ALOTENANGO;10a  a 14 años;Masculino;6
2014;SACATEPEQUEZ;ANTIGUA GUATEMALA;10a  a 14 años;Masculino;69
2014;SACATEPEQUEZ;JOCOTENANGO;10a  a 14 años;Masculino;1
2014;SAN MARCOS;AYUTLA;10a  a 14 años;Masculino;65
2014;SAN MARCOS;CATARINA;10a  a 14 años;Masculino;5
2014;SAN MARCOS;EL QUETZAL;10a  a 14 años;Masculino;4
2014;SAN MARCOS;EL TUMBADOR;10a  a 14 años;Masculino;4
2014;SAN MARCOS;MALACATÁN;10a  a 14 años;Masculino;6
2014;SAN MARCOS;NUEVO PROGRESO;10a  a 14 años;Masculino;5
2014;SAN MARCOS;OCÓS;10a  a 14 años;Masculino;4
2014;SAN MARCOS;PAJAPITA;10a  a 14 años;Masculino;4
2014;SANTA ROSA;BARBERENA;10a  a 14 años;Masculino;39
2014;SANTA ROSA;CASILLAS;10a  a 14 años;Masculino;5
2014;SANTA ROSA;CHIQUIMULILLA;10a  a 14 años;Masculino;15
2014;SANTA ROSA;CUILAPA;10a  a 14 años;Masculino;20
2014;SANTA ROSA;NUEVA SANTA ROSA;10a  a 14 años;Masculino;14
2014;SANTA ROSA;ORATORIO;10a  a 14 años;Masculino;1
2014;SANTA ROSA;PUEBLO NUEVO VIÑAS;10a  a 14 años;Masculino;2
2014;SANTA ROSA;SAN RAFAEL LAS FLORES;10a  a 14 años;Masculino;1
2014;SANTA ROSA;SANTA MARÍA IXHUATÁN;10a  a 14 años;Masculino;1
2014;SANTA ROSA;SANTA ROSA DE LIMA;10a  a 14 años;Masculino;10
2014;SANTA ROSA;TAXISCO;10a  a 14 años;Masculino;3
2014;SOLOLA;NAHUALÁ;10a  a 14 años;Masculino;1
2014;SOLOLA;SANTA CATARINA IXTAHUACÁN;10a  a 14 años;Masculino;2
2014;SUCHITEPEQUEZ;CHICACAO;10a  a 14 años;Masculino;1
2014;SUCHITEPEQUEZ;CUYOTENANGO;10a  a 14 años;Masculino;5
2014;SUCHITEPEQUEZ;MAZATENANGO;10a  a 14 años;Masculino;5
2014;SUCHITEPEQUEZ;PATULUL;10a  a 14 años;Masculino;2
2014;SUCHITEPEQUEZ;RÍO BRAVO;10a  a 14 años;Masculino;3
2014;SUCHITEPEQUEZ;SAMAYAC;10a  a 14 años;Masculino;2
2014;SUCHITEPEQUEZ;SAN ANTONIO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;5
2014;SUCHITEPEQUEZ;SAN BERNARDINO;10a  a 14 años;Masculino;2
2014;SUCHITEPEQUEZ;SAN GABRIEL;10a  a 14 años;Masculino;8
2014;SUCHITEPEQUEZ;SAN JOSÉ EL IDOLO;10a  a 14 años;Masculino;1
2014;SUCHITEPEQUEZ;SAN JUAN BAUTISTA;10a  a 14 años;Masculino;2
2014;SUCHITEPEQUEZ;SAN LORENZO;10a  a 14 años;Masculino;1
2014;SUCHITEPEQUEZ;SAN PABLO JOCOPILAS;10a  a 14 años;Masculino;1
2014;SUCHITEPEQUEZ;SANTO DOMINGO SUCHITEPÉQUEZ;10a  a 14 años;Masculino;1
2014;SUCHITEPEQUEZ;SANTO TOMÁS LA UNIÓN;10a  a 14 años;Masculino;3
2014;SUCHITEPEQUEZ;ZUNILITO;10a  a 14 años;Masculino;1
2014;TOTONICAPAN;SAN BARTOLO;10a  a 14 años;Masculino;1
2014;ZACAPA;CABAÑAS;10a  a 14 años;Masculino;4
2014;ZACAPA;ESTANZUELA;10a  a 14 años;Masculino;16
2014;ZACAPA;GUALÁN;10a  a 14 años;Masculino;7
2014;ZACAPA;HUITÉ;10a  a 14 años;Masculino;1
2014;ZACAPA;RÍO HONDO;10a  a 14 años;Masculino;2
2014;ZACAPA;SAN DIEGO;10a  a 14 años;Masculino;1
2014;ZACAPA;SAN JORGE;10a  a 14 años;Masculino;4
2014;ZACAPA;TECULUTÁN;10a  a 14 años;Masculino;4
2014;ZACAPA;USUMATLÁN;10a  a 14 años;Masculino;7
2014;ZACAPA;ZACAPA;10a  a 14 años;Masculino;53
2015;ALTA VERAPAZ;CAHABÓN;10a  a 14 años;Masculino;6
2015;ALTA VERAPAZ;CHAHAL;10a  a 14 años;Masculino;9
2015;ALTA VERAPAZ;COBÁN;10a  a 14 años;Masculino;2
2015;ALTA VERAPAZ;FRAY BARTOLOMÉ DE LAS CASAS;10a  a 14 años;Masculino;1
2015;ALTA VERAPAZ;LANQUÍN;10a  a 14 años;Masculino;7
2015;ALTA VERAPAZ;RAXRUHA;10a  a 14 años;Masculino;21
2015;BAJA VERAPAZ;CUBULCO;10a  a 14 años;Masculino;11
2015;BAJA VERAPAZ;RABINAL;10a  a 14 años;Masculino;37
2015;BAJA VERAPAZ;SALAMÁ;10a  a 14 años;Masculino;17
2015;BAJA VERAPAZ;SAN JERÓNIMO;10a  a 14 años;Masculino;5
2015;BAJA VERAPAZ;SAN MIGUEL CHICAJ;10a  a 14 años;Masculino;9
2015;CHIMALTENANGO;YEPOCAPA;10a  a 14 años;Masculino;1
2015;CHIQUIMULA;CAMOTÁN;10a  a 14 años;Masculino;3
2015;CHIQUIMULA;CHIQUIMULA;10a  a 14 años;Masculino;4
2015;CHIQUIMULA;ESQUIPULAS;10a  a 14 años;Masculino;10
2015;CHIQUIMULA;IPALA;10a  a 14 años;Masculino;5
2015;CHIQUIMULA;QUETZALTEPEQUE;10a  a 14 años;Masculino;1
2015;EL PETEN;EL CHAL;10a  a 14 años;Masculino;2
2015;EL PETEN;LA LIBERTAD;10a  a 14 años;Masculino;2
2015;EL PETEN;LAS CRUCES;10a  a 14 años;Masculino;1
2015;EL PETEN;MELCHOR DE MENCOS;10a  a 14 años;Masculino;1
2015;EL PETEN;POPTÚN;10a  a 14 años;Masculino;3
2015;EL PETEN;SAN ANDRÉS;10a  a 14 años;Masculino;1
2015;EL PETEN;SAN FRANCISCO;10a  a 14 años;Masculino;4
2015;EL PETEN;SAN LUIS;10a  a 14 años;Masculino;1
2015;EL PETEN;SANTA ANA;10a  a 14 años;Masculino;1
2015;EL PROGRESO;EL JÍCARO;10a  a 14 años;Masculino;3
